ID_FloraAlpina;ID_Family;Family;ID_Genus;Genus;ID_Species;Species;ID_Subspecies;Subspecies;Longevity;BiologicalForm;Endemic;Indigenous;Distribution;CompleteName;Phenology_Jan;Phenology_Feb;Phenology_Mar;Phenology_Apr;Phenology_May;Phenology_Jun;Phenology_Jul;Phenology_Aug;Phenology_Sep;Phenology_Oct;Phenology_Nov;Phenology_Dec;Collinaire;Montane;Subalpine;Alpine;Nival;A_B;A_K;A_N;A_NT;A_O;A_OT;A_S;A_ST;A_V;CH_AP;CH_BE;CH_FR;CH_GL;CH_GR;CH_LU;CH_SG;CH_SZ;CH_TI;CH_UR;CH_UW;CH_VD;CH_VS;D_OB;D_SW;F_04;F_05;F_06;F_26;F_38;F_73;F_74;F_83;F_84;FL;I_AO;I_BG;I_BL;I_BS;I_BZ;I_CN;I_CO;I_IM;I_NO;I_PN;I_SO;I_SV;I_TN;I_TO;I_TV;I_UD;I_VA;I_VC;I_VI;I_VR;SLO;Phytosociology;Habitat;Ca;Ca/Si;Si;VeryDry;Dry;Average;Wet;Aquatic;w;f1;f2;f3;f4;f5;f6;f7;f8;f9
124.48.8.1;124;Asteraceae               ;48;Senecio;8;ovatus;1;ovatus;v;H;N;Y;E-Eur.;Senecio ovatus (P. Gaertn. & al.) Willd. subsp. ovatus;;;;;;;x;x;x;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;+;+;;;;;+;;;;;+;;+;+;-;-;-;-;-;-;-;-;-;+;-;+;+;-;+;-;-;-;+;+;+;-;+;-;+;+;-;-;+;-;+;(Atropetalia bella-donae);2.6, (4.2, 6.3), 6.7, 7.2, (8.1, 8.2, 9.1.2), 9.2.3;2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.48.8.2;124;Asteraceae               ;48;Senecio;8;ovatus;2;alpestris;v;H;N;Y;Eur.-Mont.;Senecio ovatus subsp. alpestris (Gaudin) Herborg;;;;;;;x;x;x;;;;1;2;1;0;0;-;-;-;-;-;-;-;-;-;;;;+;+;;+;;+;+;;+;+;-;-;+;+;+;+;+;+;+;-;-;-;+;+;-;+;-;+;+;+;+;-;;+;;+;-;-;+;+;-;+;-;(Atropetalia bella-donae);2.6, (4.2, 6.3), 6.7, 7.2, (8.1, 9.2.3);2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.48.21;124;Asteraceae               ;48;Senecio;21;rupestris;;;a, b, v;T, H;N;Y;SE-Eur.-Mont.;Senecio rupestris Waldst. & Kit.;;;;;;x;x;x;;;;;1;2;2;1;0;+;+;+;+;+;+;+;+;;-;-;-;-;+;;+;-;;+;-;-;-;+;-;-;-;-;-;;+;-;-;-;;+;+;+;+;+;;+;;;+;+;;+;;+;+;;;+;+;+;(Thlaspietea rotundifolii);2.1, 2.4, 2.5.1, 2.6, 3.1, 3.2, 3.3, (6.7, 7.4.2), 8.2, (9.1.2);2;2;1;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.60.12;124;Asteraceae               ;60;Carduus;12;tenuiflorus;;;a, b;T, H;N;Y;W-Eur.;Carduus tenuiflorus Curtis;;;;;x;x;x;x;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;;+;-;+;;-;-;-;-;-;-;+;-;;-;-;-;;-;-;-;-;-;-;-;-;-;(Stellarietea mediae);(2.1), 2.2;2;2;2;2;1;0;0;0;0;0;1;2;0;2;4;0;1;2
124.60.7.1;124;Asteraceae               ;60;Carduus;7;vivariensis;1;australis;b;H;N;Y;Medit.;Carduus vivariensis subsp. australis Nyman;;;;;;x;x;x;;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;;-;-;-;+;;-;-;-;-;-;-;;-;;-;-;-;;-;+;-;-;-;-;-;-;-;(Onopordetalia acanthii);2.1, 2.2, (2.5.2, 6.2);2;1;0;2;1;0;0;0;0;0;2;4;0;1;2;0;0;0
124.60.9.1;124;Asteraceae               ;60;Carduus;9;defloratus;1;defloratus;v;H;N;Y;Alp.;Carduus defloratus L. subsp. defloratus;;;;;x;x;x;;;;;;1;2;2;2;0;-;+;+;+;+;+;+;+;+;;+;+;+;+;;+;;+;+;+;+;+;+;+;+;;-;;+;+;+;-;+;+;+;-;-;-;+;+;-;-;+;-;+;-;;+;-;-;-;+;-;-;+;(Elyno-Seslerietea variae);(2.2), 2.6, 3.2, 3.3, 3.4, (6.2), 6.5.1, (7.1, 7.2, 8.2, 9.1.1);2;2;1;1;2;1;0;0;0;2;4;2;1;2;1;0;0;0
124.60.9.3;124;Asteraceae               ;60;Carduus;9;defloratus;3;carlinifolius;v;H;N;Y;SW-Eur.-Mont.;Carduus defloratus subsp. carlinifolius (Lam.) Ces.;;;;;;;x;x;;;;;1;2;2;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;-;-;-;-;+;+;-;-;-;-;-;-;+;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;(Elyno-Seslerietea variae);(2.2), 2.6, 3.2, 3.3, 6.2, 6.5.1, (7.2, 8.2, 9.1.1);2;2;2;1;2;1;0;0;0;2;4;2;1;2;1;0;0;0
124.60.9.4;124;Asteraceae               ;60;Carduus;9;defloratus;4;crassifolius;v;H;;Y;E-Alp.;Carduus defloratus subsp. crassifolius (Willd.) Hayek;;;;;;x;x;x;;;;;1;2;2;1;0;-;+;-;?;-;+;+;+;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;;+;-;+;+;-;-;+;-;+;+;;-;+;+;+;(Seslerietalia variae);(2.6), 3.2, 3.3, (6.2), 6.5.1, (6.7, 7.2), 9.1.1;2;1;0;1;2;1;0;0;0;2;4;2;0;0;0;0;0;0
124.60.9.2;124;Asteraceae               ;60;Carduus;9;defloratus;2;glaucus;v;H;N;Y;E-Alp./Carpat.;Carduus defloratus subsp. glaucus Nyman;;;;;x;x;x;;;;;;1;2;0;0;0;-;+;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;(Origanetalia vulgaris);2.6, 3.2, 6.7, 9.1.1;2;0;0;1;2;1;0;0;0;2;4;2;0;0;0;0;0;0
124.60.9.5;124;Asteraceae               ;60;Carduus;9;defloratus;5;tridentinus;v;H;Y;Y;Alp.;Carduus defloratus subsp. tridentinus (Evers) Murr;;;;;;;x;x;;;;;2;2;2;1;0;-;;-;+;-;+;-;-;-;-;-;-;-;+;-;-;-;+;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;;+;-;;+;+;-;+;-;+;+;;;+;+;;(Festucion variae);(2.2), 2.6, 3.2, 3.3, 6.2, 6.5.1, (6.7, 7.1, 7.2, 9.1.1, 9.1.2);0;1;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.61.16;124;Asteraceae               ;61;Cirsium;16;canum;;;v;G, H;N;Y;E-Eur.;Cirsium canum (L.) All.;;;;;;x;x;x;x;;;;2;1;0;0;0;+;;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;;-;-;-;-;-;;+;;-;-;-;;D;;-;;-;;D;;-;(Molinietalia caeruleae);1.4, 2.5.1, (5.1), 6.3.2;2;2;1;0;0;1;2;0;1;0;1;2;0;2;4;0;1;2
124.48.1;124;Asteraceae               ;48;Senecio;1;cineraria;;;t;C;N;Y;Medit.;Senecio cineraria DC.;;;;;x;x;x;x;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Asplenietea trichomanis);"(2.7), 3.2; 2.9.2";2;1;1;1;2;1;0;0;0;2;4;2;1;2;1;0;0;0
124.53.1;124;Asteraceae               ;53;Xeranthemum;1;annuum;;;a;T;N;N;S-Eur./W-Asiat.;Xeranthemum annuum L.;;;;;;x;x;x;x;;;;2;0;0;0;0;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;-;+;-;;-;-;-;-;-;;;-;-;-;-;-;;; - [Artemisietea vulgaris];"2.2, (2.5.2), 6.2; (2.9.2)";2;2;2;2;1;0;0;0;0;2;1;0;4;2;0;2;1;0
124.53.3;124;Asteraceae               ;53;Xeranthemum;3;cylindraceum;;;a;T;N;Y;S-Eur./W-Asiat.;Xeranthemum cylindraceum Sm.;;;;;;x;x;x;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-;;;-;-;+;-;;-;;;;;-;-;;-;;-;-;;;+;+;-;(Thero-Brachypodietalia);2.1, 2.2, (3.2), 6.1, 6.2;2;2;2;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.53.2;124;Asteraceae               ;53;Xeranthemum;2;inapertum;;;a;T;N;Y;S-Eur./W-Asiat.;Xeranthemum inapertum (L.) Mill.;;;;;;x;x;x;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;+;-;-;+;+;+;+;+;+;-;+;+;-;+;-;-;-;-;+;-;+;;-;-;;-;+;-;-;-;;-;;-;(Thero-Brachypodietalia);2.1, 2.2, 6.1, 6.2, 7.3, (9.1.1);2;2;2;2;1;0;0;0;0;2;1;0;4;2;0;2;1;0
124.52.5;124;Asteraceae               ;52;Carlina;5;acanthifolia;;;v;H;N;Y;SW-Eur.-Mont.;Carlina acanthifolia All.;;;;;;;x;x;x;;;;2;2;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;+;+;-;+;-;-;-;-;+;-;+;;-;-;;-;+;-;-;-;;-;+;-;(Ononidetalia);(3.3), 6.2, (6.7, 9.1.1, 9.1.2);2;2;1;2;1;0;0;0;0;1;2;1;2;4;2;1;2;1
124.52.4.1;124;Asteraceae               ;52;Carlina;4;acaulis;1;acaulis;v;H;N;Y;SE-Eur.-Mont.;Carlina acaulis L. subsp. acaulis;;;;;;x;x;x;x;;;;1;2;2;1;0;+;+;+;+;+;+;+;+;+;;;;;+;;;;+;;;;+;+;-;+;+;+;;+;+;+;;;+;;;+;+;+;+;;;+;+;+;;+;+;+;+;;+;+;+;+;(Mesobromion);(2.2), 6.2, (6.4?), 6.5.1, (6.7, 7.1, 7.2, 8.2, 9.1.1);2;2;1;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.52.4.2;124;Asteraceae               ;52;Carlina;4;acaulis;2;caulescens;v;H;N;Y;S-Eur.-Mont.;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G. Martens;;;;;;x;x;x;x;;;;0;1;2;1;0;-;+;+;+;+;;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;;;+;+;;+;+;+;+;(Seslerietalia variae);(2.2), 6.2, 6.5.1, (6.7, 7.1, 7.2, 9.1.1);2;2;2;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.52.1;124;Asteraceae               ;52;Carlina;1;corymbosa;;;v;H;N;Y;Medit.;Carlina corymbosa L.;;;;;;;x;x;x;x;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-;+;+;-;?;-;-;-;-;-;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Thero-Brachypodietalia);2.1, 2.2, 6.2, 7.3, (7.4.2);2;0;0;2;1;0;0;0;0;4;2;0;0;0;0;0;0;0
124.52.2;124;Asteraceae               ;52;Carlina;2;vulgaris;;;b, v;H;N;Y;Eur.;Carlina vulgaris L.;;;;;;;x;x;x;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;;+;+;;+;;;;+;;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Brometalia erecti);2.2, (2.5.2, 2.6, 3.1), 6.2, (6.7), 9.1.1;2;2;1;1;2;1;0;0;1;4;2;0;2;1;0;0;0;0
124.52.3.1;124;Asteraceae               ;52;Carlina;3;biebersteinii;1;biebersteinii;b, v;H;N;Y;Eurosib.;Carlina biebersteinii Hornem. subsp. biebersteinii;;;;;;;x;x;x;;;;0;2;2;0;0;-;+;+;+;+;+;+;+;+;+;;+;;+;;+;;+;;;+;+;-;+;;;-;;;+;+;-;;+;;;;+;-;;;;;+;;;+;;;+;;;-;-;+;(Calamagrostion arundinaceae);(3.2, 6.2), 6.5.1, 7.2, (9.1.1);2;2;2;1;2;1;0;0;1;1;2;1;2;4;2;1;2;1
124.54.2;124;Asteraceae               ;54;Echinops;2;exaltatus;;;v;H;N;N;SE-Eur.;Echinops exaltatus Schrad.;;;;;;x;x;x;;;;;2;0;0;0;0;-;+;+;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;+;-;-;(Arction lappae);2.1, 2.3, 2.5, (3.2, 7.4.2, 9.2.2);2;2;1;0;0;1;2;0;0;0;2;4;0;1;2;0;0;0
124.54.3;124;Asteraceae               ;54;Echinops;3;ritro;;;v;H;N;Y;S-Eur./W-Asiat.;Echinops ritro L.;;;;;;;x;x;x;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-;+;+;-;-;;-;-;-;+;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;(Brachypodietalia phoenicoidis);2.1.2, 2.2, 6.2, 7.3;2;2;1;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.54.1;124;Asteraceae               ;54;Echinops;1;sphaerocephalus;;;v;H;N;Y;Eurasiat.;Echinops sphaerocephalus L.;;;;;;;x;x;x;;;;2;2;0;0;0;-;+;+;+;;+;+;+;+;-;-;-;-;+;-;;-;+;-;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;-;+;+;+;+;+;+;+;-;+;+;+;+;-;;;+;+;-;(Onopordion acanthii);"2.1, 2.2, (2.5.2), 6.2, (7.4.2, 9.3); 2.9";2;2;1;1;2;1;0;0;0;0;2;4;0;1;2;0;0;0
124.73.1;124;Asteraceae               ;73;Scolymus;1;hispanicus;;;b;H;N;Y;Medit.;Scolymus hispanicus L.;;;;;;x;x;x;x;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;;+;-;-;;;-;-;;-;-;-;-;;;-;-;-;;-;-;;-;;-;-;-;;(Onopordetalia acanthii);(2.1), 2.2;2;2;2;2;1;0;0;0;0;0;1;2;0;2;4;0;1;2
124.75.1;124;Asteraceae               ;75;Catananche;1;caerulea;;;v;H;N;Y;SW-Eur.;Catananche caerulea L.;;;;;;;x;x;x;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-;+;+;-;-;-;-;-;-;+;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;(Rosmarinetalia);"(2.2), 3.2, 6.2, 7.3; (2.9.2)";2;2;1;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.74.2;124;Asteraceae               ;74;Cichorium;2;endivia;;;a, b;T, H;N;N;?;Cichorium endivia L.;;;;;;;x;x;x;;;;2;2;1;0;0;;-;;;;;-;;+;;-;;;;;;;;;;;;-;-;;;;;;-;-;;-;;-;;-;-;+;;;;;;;;;;-;;;;+;-;-;(Onopordetalia acanthii);"2.2; 2.9.1";2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.74.1;124;Asteraceae               ;74;Cichorium;1;intybus;;;v;H;N;Y;Eurasiat.;Cichorium intybus L.;;;;;;;x;x;x;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;(Onopordetalia acanthii);"(2.1), 2.2, (2.5, 3.2, 6.2, 6.3.1); (2.9.1)";2;2;2;1;2;1;0;0;0;2;4;2;1;2;1;0;0;0
124.76.1;124;Asteraceae               ;76;Arnoseris;1;minima;;;a;T;N;Y;W-Eur.;Arnoseris minima (L.) Schweigg. & Körte;;;;;;x;x;x;x;;;;2;1;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;;+;-;-;-;-;-;-;;-;-;-;+;;-;+;-;-;-;-;;-;-;;;-;-;-;(Arnoseridenion);2.1;0;0;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.77.1;124;Asteraceae               ;77;Hyoseris;1;radiata;;;v;H;N;Y;Medit.;Hyoseris radiata L.;;;;;x;x;;x;x;x;x;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;+;;-;-;-;;-;-;-;-;-;-;-;;-;+;-;-;-;;+;-;-;-;-;-;-;+;-;(Thero-Brachypodietea);2.1.2, 2.2, 3.2, 6.2;2;2;1;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.78.1;124;Asteraceae               ;78;Hedypnois;1;cretica;;;a;T;N;Y;Medit.;Hedypnois cretica (L.) Dum.Cours.;;;;;x;x;x;;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;+;+;-;-;-;+;;-;-;-;-;-;-;-;-;;-;-;-;;-;-;-;-;-;-;-;-;;(Thero-Brachypodietea);2.1, 2.2, 6.2, 7.3;2;2;2;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.79.1;124;Asteraceae               ;79;Rhagadiolus;1;stellatus;;;a;T;N;Y;Medit.;Rhagadiolus stellatus (L.) Gaertn.;;;;x;x;x;x;;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;;-;-;;;-;-;;-;;-;;-;+;-;-;-;;-;;-;-;-;;-;+;;(Stellarietea mediae);2.1, 2.2, (6.2, 6.7);2;2;2;2;1;0;0;0;0;1;2;1;2;4;2;1;2;1
124.81.1;124;Asteraceae               ;81;Urospermum;1;dalechampii;;;v;H;N;Y;Medit.;Urospermum dalechampii (L.) F. W. Schmidt;;;;;x;x;;;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;-;-;-;+;;-;-;-;-;-;-;;-;+;-;-;-;+;-;;-;-;-;-;-;-;-;(Brachypodion phoenicoidis);2.1, 2.2, 6.2;2;2;2;2;1;0;0;0;0;1;2;1;2;4;2;1;2;1
124.81.2;124;Asteraceae               ;81;Urospermum;2;picroides;;;a;T;N;Y;Medit.;Urospermum picroides (L.) F. W. Schmidt;;;;;x;x;;;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;;-;-;+;;-;-;-;-;-;-;-;-;;-;-;-;;-;-;-;-;-;-;-;-;-;(Stellarietea mediae);2.1, 2.2, (3.2, 6.2);2;2;2;2;1;0;0;0;0;1;2;1;2;4;2;1;2;1
124.86.2;124;Asteraceae               ;86;Tragopogon;2;crocifolius;;;a, b;T, H;N;Y;Medit.;Tragopogon crocifolius L.;;;;;x;x;;;;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;+;;-;+;-;-;-;-;+;-;+;-;-;-;;-;+;-;-;-;-;-;-;-;(Brachypodietalia phoenicoidis);(2.1, 2.2, 3.2), 6.2, (7.3);2;2;2;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.86.3;124;Asteraceae               ;86;Tragopogon;3;dubius;;;b;H;N;Y;Medit.;Tragopogon dubius Scop.;;;;;x;x;;;;;;;2;2;1;0;0;+;-;+;D;-;-;-;-;;-;+;-;-;+;-;-;;+;-;-;+;+;-;-;+;+;+;+;+;+;+;+;+;;+;;-;+;+;+;+;;+;;+;;+;+;;-;;;+;+;;(Convolvulo-Agropyrion repentis);2.1, 2.2, (2.5.2, 3.2, 3.5), 6.2, (6.7);2;2;2;2;1;0;0;0;0;0;1;2;0;2;4;0;1;2
124.86.1.1;124;Asteraceae               ;86;Tragopogon;1;porrifolius;1;porrifolius;a, b;T, H;N;N;Medit.;Tragopogon porrifolius L. subsp. porrifolius;;;;;x;x;;;;;;;2;1;0;0;0;-;-;-;;-;;-;-;-;;-;;;;;;;;;;;;-;-;;-;;;;-;-;;-;-;;;-;-;-;;;;;-;-;;+;+;;-;;;-;-;;[Arrhenatheretalia elatioris];"2.1, 2.2, (6.3.1); 2.9.1";2;2;2;1;2;1;0;0;0;0;1;2;0;2;4;0;1;2
124.86.1.2;124;Asteraceae               ;86;Tragopogon;1;porrifolius;2;australis;a, b;T, H;N;Y;Medit.;Tragopogon porrifolius subsp. australis (Jord.) Nyman;;;;;x;x;;;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;;-;-;+;;-;-;-;-;-;-;;-;+;-;-;-;;-;+;;-;-;;-;-;-;(Brachypodietalia phoenicoidis);2.1, 2.2, (2.5.2), 6.2, 7.3;2;2;1;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.86.4.1;124;Asteraceae               ;86;Tragopogon;4;pratensis;1;pratensis;b, v;H;N;Y;Eurasiat.;Tragopogon pratensis L. subsp. pratensis;;;;;x;x;x;;;;;;2;2;2;1;0;-;-;-;+;-;+;-;-;-;;-;;;;;;;;;;;+;-;-;+;+;+;;;+;+;+;+;;+;;;-;?;+;+;;+;-;+;;;+;;-;;+;-;;-;(Arrhenatheretalia elatioris);(2.1.2, 2.2, 6.2), 6.3.1;2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.86.4.2;124;Asteraceae               ;86;Tragopogon;4;pratensis;2;minor;b, v;H;N;Y;Eur.;Tragopogon pratensis subsp. minor (Mill.) Hartm.;;;;;x;x;x;;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;-;-;-;-;-;+;+;;+;;-;-;;+;-;+;-;-;-;-;;-;;;-;-;+;-;;-;-;-;;-;-;-;(Arrhenatheretalia elatioris);(2.1.2, 2.2, 6.2), 6.3.1;2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.86.4.3;124;Asteraceae               ;86;Tragopogon;4;pratensis;3;orientalis;b, v;T, H;N;Y;Eurasiat.;Tragopogon pratensis subsp. orientalis (L.) $Celak.;;;;;x;x;x;;;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;;+;+;+;;+;;+;+;+;+;+;+;+;(Arrhenatheretalia elatioris);(2.2, 6.2), 6.3.1;2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.87.1;124;Asteraceae               ;87;Reichardia;1;picroides;;;v;H;N;Y;Medit.;Reichardia picroides (L.) Roth;;;;x;x;x;x;x;x;x;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;+;+;+;-;-;+;+;-;-;-;-;-;-;;-;+;-;-;-;+;-;+;-;-;-;;-;-;;(Brachypodietalia phoenicoidis);2.1, 2.2, 3.2;2;2;1;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.85.7;124;Asteraceae               ;85;Scorzonera;7;aristata;;;v;H;N;Y;S-Eur.-Mont.;Scorzonera aristata DC.;;;;;;x;x;x;;;;;0;2;2;1;0;-;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;;+;-;;+;;-;+;;;+;+;+;(Caricenion austroalpinae);(3.2, 6.2), 6.3, 6.5.1;2;1;0;1;2;1;0;0;1;0;2;4;0;1;2;0;0;0
124.85.5;124;Asteraceae               ;85;Scorzonera;5;austriaca;;;v;H;N;Y;SE-Eur.;Scorzonera austriaca Willd.;;;;x;x;;;;;;;;2;2;0;0;0;-;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;+;+;-;-;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;;;+;+;;+;+;+;+;+;;+;+;-;(Festucetalia valesiacae);(2.5.2, 3.1), 3.2, (3.3), 6.2, (7.4.2), 9.1.1;2;2;0;1;2;1;0;0;1;4;2;0;2;1;0;0;0;0
124.85.6;124;Asteraceae               ;85;Scorzonera;6;humilis;;;v;H;N;Y;Eur.;Scorzonera humilis L.;;;;;x;x;x;;;;;;2;2;1;0;0;+;-;+;+;+;-;+;+;+;+;-;-;-;+;-;+;;+;-;-;;-;+;+;;-;-;-;;-;+;-;-;+;-;+;+;;+;;+;;;+;+;;+;+;+;+;+;;D;-;-;(Molinietalia caeruleae);5.1, 6.3.2, 6.4, (6.7, 7.1, 9.1.1);2;2;1;0;1;2;1;0;1;2;1;0;4;2;0;2;1;0
124.85.10;124;Asteraceae               ;85;Scorzonera;10;hirsuta;;;v;H;N;Y;Medit.;Scorzonera hirsuta L.;;;;x;x;x;;;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;-;-;+;+;-;-;-;;+;-;-;-;;-;-;-;+;-;-;;-;-;-;-;-;-;(Aphyllanthion);(3.1), 6.2, 7.3, (9.3);2;1;0;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.85.8;124;Asteraceae               ;85;Scorzonera;8;hispanica;;;v;H;N;Y;Eurasiat.;Scorzonera hispanica L.;;;;;x;x;x;x;;;;;2;2;1;0;0;-;-;+;;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;-;-;+;-;-;+;-;+;-;+;;-;-;+;+;+;;-;-;;-;-;-;(Geranion sanguinei);"(2.1), 2.2, (2.6, 3.2), 6.2, 6.3, 6.7, 7.4.2, 9.1.1, 9.3; 2.9.1";2;1;1;1;2;1;0;0;1;2;4;2;1;2;1;0;0;0
124.85.2.1;124;Asteraceae               ;85;Scorzonera;2;laciniata;1;laciniata;a, b;T, H;N;Y;Medit.;Scorzonera laciniata L. subsp. laciniata;;;;;x;x;x;;;;;;2;2;1;0;0;-;-;D;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;;-;+;;;+;D;+;;-;+;-;;-;-;+;-;;-;-;-;;-;+;-;-;-;;-;-;-;(Lygeo-Stipetea);2.1, 2.2, (3.1, 3.2), 6.2, (6.7);2;2;0;1;2;1;0;0;1;2;4;2;1;2;1;0;0;0
